resp,size,size.sel,expl,selected,count.sel,cv_prop,elpd,elpd.lq,elpd.uq,elpd.se,diff,diff.lq,diff.uq,diff.se
D04,3,7,B05,TRUE,1,1,-666.905252362096,-681.594115819547,-652.216388904645,8.93019489197658,-17.0868481187258,-25.5968100471773,-8.5768861902743,5.17368949371115
D04,4,7,D35,TRUE,1,0.96646942800789,-668.489818068773,-683.903725495692,-653.075910641854,9.37099032665119,-18.6714138254026,-25.6009253122748,-11.7419023385305,4.212843850255
D04,5,7,A37,TRUE,1,0.818540433925049,-681.040050153715,-696.917708196743,-665.162392110688,9.6529306820175,-31.2216459103448,-37.5218446721142,-24.9214471485754,3.83024887961978
D04,6,7,B08,TRUE,1,0.915187376725838,-678.949351638679,-695.000216297852,-662.898486979506,9.75823282763554,-29.1309473953085,-34.5614185566014,-23.7004762340156,3.30149204300787
D04,7,7,B34,TRUE,1,0.996055226824458,-654.795329597827,-670.461382173505,-639.129277022149,9.52428369247242,-4.97692535445621,-8.55620362381508,-1.39764708509734,2.17604667717006
D04,8,7,C15,FALSE,0,0.998027613412229,-649.81840424337,-665.430705320758,-634.206103165983,9.49160510186125,0,0,0,0
D04,9,7,B22,FALSE,0,0.863905325443787,-655.4510733191,-671.235015608642,-639.667131029557,9.59595554942852,-5.63266907572953,-7.24304188132696,-4.0222962701321,0.97903714908788
D04,10,7,E10,FALSE,0,0.978303747534517,-650.297464861715,-666.048020397096,-634.546909326334,9.57565784414073,-0.479060618344347,-3.10520739238035,2.14708615569165,1.59658387287824
D04,11,7,C02,FALSE,0,0.504930966469428,-662.245897623864,-678.038529450148,-646.453265797579,9.60123841265674,-12.4274933804931,-15.5054543358301,-9.34953242515619,1.87126739115477
D04,12,7,C16,FALSE,0,0.731755424063116,-665.77241584722,-681.620530988612,-649.924300705829,9.6349698731335,-15.9540116038501,-19.4896688104089,-12.4183543972913,2.1495269540255
D04,13,7,E07,FALSE,0,0.392504930966469,-663.585325164986,-679.416572952549,-647.754077377424,9.62471525013669,-13.766920921616,-17.6814935853825,-9.85234825784959,2.37989119495186
D04,14,7,F01,FALSE,0,0.867850098619329,-661.692398234165,-677.524387062353,-645.860409405978,9.62516577084737,-11.8739939907949,-16.0103329027594,-7.7376550788304,2.5147155006313
D04,15,7,D34,FALSE,1,0.518737672583827,-660.416471014693,-676.186484574855,-644.646457454532,9.58748748324158,-10.598066771323,-15.069568719224,-6.12656482342194,2.71848015813321
